Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sample_type,SRA Study,strain,time_point
SRR3038095,RNA-Seq,50,1136125800,PRJNA303174,SAMN04358635,"Microbe\, viral or environmental",660985007,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494286,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T120R2,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:39:00Z,1,Cba38 120 min I,"I,culture",SRP066570,38,120
SRR3038102,RNA-Seq,50,743739150,PRJNA303174,SAMN04358637,"Microbe\, viral or environmental",425054018,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494293,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T15R3_38_1_diluted,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:37:00Z,1,Cba38 15 min I,"I,culture",SRP066570,38,15
SRR3038103,RNA-Seq,50,1884132900,PRJNA303174,SAMN04358637,"Microbe\, viral or environmental",1078787638,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494294,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T15R3_38_2,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:41:00Z,1,Cba38 15 min I,"I,culture",SRP066570,38,15
SRR3038104,RNA-Seq,50,2608518800,PRJNA303174,SAMN04358638,"Microbe\, viral or environmental",1468402417,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494295,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T30C1,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:44:00Z,1,Cba38 30 min C,"culture,C",SRP066570,38,30
SRR3038105,RNA-Seq,50,2131701500,PRJNA303174,SAMN04358638,"Microbe\, viral or environmental",1203709964,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494296,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T30C2,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:41:00Z,1,Cba38 30 min C,"culture,C",SRP066570,38,30
SRR3038106,RNA-Seq,50,2053583100,PRJNA303174,SAMN04358638,"Microbe\, viral or environmental",1190083015,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494297,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T30C3,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:41:00Z,1,Cba38 30 min C,"culture,C",SRP066570,38,30
SRR3038107,RNA-Seq,50,2256536000,PRJNA303174,SAMN04358639,"Microbe\, viral or environmental",1278206974,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494298,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T30R1,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:42:00Z,1,Cba38 30 min I,"culture,I",SRP066570,38,30
SRR3038108,RNA-Seq,50,1236072400,PRJNA303174,SAMN04358639,"Microbe\, viral or environmental",724204572,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494299,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T30R2,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:39:00Z,1,Cba38 30 min I,"culture,I",SRP066570,38,30
SRR3038109,RNA-Seq,50,10676750,PRJNA303174,SAMN04358639,"Microbe\, viral or environmental",5991975,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494300,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T30R3,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:36:00Z,1,Cba38 30 min I,"culture,I",SRP066570,38,30
SRR3038110,RNA-Seq,50,2894672500,PRJNA303174,SAMN04358640,"Microbe\, viral or environmental",1625788872,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494301,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T45C1,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:43:00Z,1,Cba38 45 min C,"culture,C",SRP066570,38,45
SRR3038111,RNA-Seq,50,2123429500,PRJNA303174,SAMN04358640,"Microbe\, viral or environmental",1197882898,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494302,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T45C2,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:41:00Z,1,Cba38 45 min C,"culture,C",SRP066570,38,45
SRR3038114,RNA-Seq,50,1698610800,PRJNA303174,SAMN04358641,"Microbe\, viral or environmental",992461065,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494305,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T45R2,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:41:00Z,1,Cba38 45 min I,"culture,I",SRP066570,38,45
SRR3038115,RNA-Seq,50,1402048150,PRJNA303174,SAMN04358641,"Microbe\, viral or environmental",796966123,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494306,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T45R3_38,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:40:00Z,1,Cba38 45 min I,"culture,I",SRP066570,38,45
SRR3038116,RNA-Seq,50,3151566350,PRJNA303174,SAMN04358642,"Microbe\, viral or environmental",1786497085,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494307,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T60C1,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:44:00Z,1,Cba38 60 min C,"culture,C",SRP066570,38,60
SRR3038117,RNA-Seq,50,2313713950,PRJNA303174,SAMN04358642,"Microbe\, viral or environmental",1302540984,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494308,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T60C2,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:41:00Z,1,Cba38 60 min C,"culture,C",SRP066570,38,60
SRR3038118,RNA-Seq,50,1703818700,PRJNA303174,SAMN04358642,"Microbe\, viral or environmental",984533982,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494309,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T60C3,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:41:00Z,1,Cba38 60 min C,"culture,C",SRP066570,38,60
SRR3038119,RNA-Seq,50,2447844250,PRJNA303174,SAMN04358643,"Microbe\, viral or environmental",1377254072,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494310,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T60R1,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:22:00Z,1,Cba38 60 min I,"culture,I",SRP066570,38,60
SRR3038120,RNA-Seq,50,1778028450,PRJNA303174,SAMN04358643,"Microbe\, viral or environmental",1043895077,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494311,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T60R2,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:40:00Z,1,Cba38 60 min I,"culture,I",SRP066570,38,60
SRR3038121,RNA-Seq,50,2555373000,PRJNA303174,SAMN04358643,"Microbe\, viral or environmental",1396549332,UNIVERSITY OF ARIZONA,2014,public,"fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1494312,USA,North America,USA,AB 5500xl Genetic Analyzer,seawater,T60R3,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,Cellulophaga baltica NN016038,ABI_SOLID,2016-01-29T00:00:00Z,2015-12-21T13:43:00Z,1,Cba38 60 min I,"culture,I",SRP066570,38,60
